address,x11,x12,x21,x22,x23,x24,x31,x32,x41,x42,x43,x51,x52,x61,x71,x72,label
0x0020586b6e2a9a4e159d9f6003c6e10e6ed05066,850,749,700,696,700,710,762,665,715,850,850,300,300,300,617,690,3
0x003626ab1a6ae0f0c4f5967a7f4f5eea3aa225ac,850,769,300,300,300,300,770,704,723,850,850,582,300,316,554,690,3
0x00cd5574880d586343bbb6be7cbc414f4a012f65,850,752,300,300,300,300,300,300,674,850,850,0,300,850,556,690,3
0x010462e09d11875b5b17e1d800951919423f9616,850,720,711,709,713,722,725,674,724,850,850,300,300,300,617,690,3
0x017b5e11411f0367e532228662486daf4e824c3f,850,734,679,678,672,690,716,665,530,850,850,300,300,300,616,690,3
0x02024879912fdbe708f606c71326c3d1bbe48ab8,850,757,679,678,672,300,654,649,724,850,850,300,300,850,616,690,3
0x0205ef3b60b685933e3c9a8fc317f16c60091997,850,780,703,701,707,710,786,665,653,850,850,314,300,302,617,690,3
0x025c62433ecf89ed45edf7f41bf05318204d0b2b,850,780,721,718,722,722,759,690,722,850,850,300,300,300,617,690,3
0x028bd540d464975a645e1bfa6061c096f9e290a0,850,775,690,690,690,690,300,649,541,850,850,300,300,722,616,690,3
0x02d8b596130fc2d8263d32f4f08a92d1761f2e86,850,743,729,721,732,738,750,725,630,850,850,300,300,300,538,690,3
0x02e685386b934756838244fd61443d508c7d31c8,850,755,300,300,300,300,300,300,571,850,850,300,300,850,616,690,3
0x0319bc4625896d0d8dd3c2d4c3fff7b5d611da44,850,749,690,690,690,690,715,665,724,850,850,300,300,300,556,690,3
0x0340b9b58951b1a3f7d4fe6205644209722a5594,850,757,300,300,300,300,300,300,510,850,850,850,300,692,616,690,3
0x047cb8c3d51072ab80dbb4574fb7903aac08e5ff,850,768,300,300,300,300,300,300,495,850,850,300,300,850,616,690,3
0x050e599297affca0dc1bdc03fa3cd6e97f5ff1b3,850,756,300,300,300,300,751,723,643,850,850,300,300,850,556,690,3
0x056414943de0998099040a74232798c0bacf3338,850,756,300,300,300,300,300,300,663,850,850,300,300,850,617,690,3
0x05756e208ab01acbb4d9d426d827dde45ca2c068,850,763,709,711,713,722,728,674,606,850,850,300,300,850,616,690,3
0x0591772c7b4bded578bb5f17f689efe3be8c40c5,850,775,729,718,726,731,776,734,690,850,850,346,300,311,617,690,3
0x05e70979fd3355133f91fc7c6597a8274169b3be,850,785,738,741,751,766,782,721,724,850,850,300,300,300,617,690,3
0x0630a92218b211644c9b83bce53e000c06c127aa,850,736,300,300,300,300,738,690,584,850,850,300,300,300,300,690,3
0x06892355b82a304133ff5933ab5cf97bebb50435,850,737,713,696,700,710,766,680,601,850,850,300,300,300,540,690,3
0x06e4cb4f3ba9a2916b6384acbdeaa74daaf91550,850,818,300,300,300,300,300,300,727,850,850,300,300,850,616,690,3
0x074e92b8527587725a0e2b4b41ec85d797481ab5,850,730,743,729,737,749,763,741,727,850,850,300,300,300,625,690,3
0x0773ba87a7e1df71c547ee75b1fea7cd9749e619,850,792,696,696,700,690,788,665,736,850,850,300,300,481,617,690,3
0x081070efe7ac1c516d0753d4851a55b50ffc04d9,850,735,713,716,718,722,748,674,590,850,850,300,300,300,616,690,3
0x08d93188c4c439651993f0c6656ed1253238e451,850,786,690,690,690,690,767,665,720,850,850,300,300,834,616,690,3
0x08e29a38e6f469834dab09142da41694c15d63cd,850,778,300,300,300,300,300,300,703,850,850,850,300,551,616,690,3
0x0941061072c30daf2606540b248d8be3b93045fe,850,770,706,709,672,690,717,300,675,850,850,300,300,850,617,690,3
0x096232202dd7b86fddff038189dfe0f1861bb028,850,787,300,300,300,300,300,300,668,850,850,850,300,751,616,690,3
0x0a66cc99a30341c11ea7257d43ef571dc548f6b1,850,733,721,709,713,690,733,701,714,850,850,300,300,300,616,690,3
0x0aad43a042157ab88d2300b9b27e5d3ba2c25a0c,850,749,723,714,722,710,744,704,708,850,850,300,300,300,616,690,3
0x0acf1ddf025f5a35f4819f4c0123e05e6525ad69,850,780,709,701,690,690,762,699,650,850,850,371,300,300,616,690,3
0x0ae6ca42d023280da7f11499e6576c33adf1c15f,850,725,744,719,732,744,816,751,707,850,850,300,300,300,541,690,3
0x0bcde2b0e3795daa6b3b5fa6d3e52550bbfe101e,850,768,722,726,732,744,692,690,722,850,850,300,300,850,617,690,3
0x0bcf9c69c930ff32a372f8d66c3466dc87bc59cb,850,785,300,300,300,300,300,300,773,850,850,300,300,850,616,690,3
0x0be55326919f08af4d14a42aafb3b68f95738355,850,795,746,742,748,744,758,739,671,850,850,300,300,300,617,690,3
0x0c2e336e148b59318b11611c1af6527fb2ab614f,850,722,300,300,300,300,792,711,415,850,850,0,300,300,616,690,3
0x0c437e76ba058bbb50368e8e8343742e376840a5,850,748,728,711,722,738,749,720,503,850,850,300,300,300,616,690,3
0x0cacfc8c96b84bc5698fcdcb5ffd536b4a246170,850,762,716,711,722,722,758,693,668,850,850,300,300,650,300,690,3
0x0cc7cedb0935ceab0b4a6b38ee7dcfd403b19a7b,850,770,700,701,707,710,747,680,708,850,850,485,300,303,462,690,3
0x0d18d7c855668eb1ba06005b199838f38e00d7e3,850,790,717,711,722,722,741,706,754,850,850,736,300,300,625,690,3
